puid,stratum,STATECD,ESTN_UNIT,STRATUMCD,INTENSITY,EVALID,END_INVYR
87613_6_19,2810306,6,3,281,1,61703,2017
73266_6_25,2810306,6,3,281,1,61703,2017
85903_6_25,1800306,6,3,180,1,61803,2018
64558_6_27,2810306,6,3,281,1,61703,2017
51737_6_27,1800306,6,3,180,1,61703,2017
81488_6_27,1800306,6,3,180,1,61703,2017
98899_6_27,1800306,6,3,180,1,61703,2017
79420_6_27,1800306,6,3,180,1,61703,2017
96385_6_27,1800306,6,3,180,1,61703,2017
55597_6_27,1800306,6,3,180,1,62003,2020
73017_6_29,1990306,6,3,199,1,61703,2017
94770_6_29,2610306,6,3,261,1,62003,2020
68909_6_27,2050306,6,3,205,1,61703,2017
60730_6_27,1800306,6,3,180,1,61703,2017
66977_6_27,2050306,6,3,205,1,61703,2017
78441_6_29,1800306,6,3,180,1,62003,2020
83864_6_29,2480306,6,3,248,1,61703,2017
83897_6_35,180106,6,1,18,1,61703,2017
61883_6_35,2680306,6,3,268,1,62003,2020
88569_6_29,1830306,6,3,183,1,61703,2017
60702_6_29,1800306,6,3,180,1,62003,2020
92055_6_29,1800306,6,3,180,1,62003,2020
58697_6_35,2680306,6,3,268,1,62003,2020
62674_6_35,360106,6,1,36,1,61703,2017
62182_6_107,2480306,6,3,248,1,61703,2017
61718_6_49,1830306,6,3,183,1,61703,2017
86049_6_19,2480306,6,3,248,1,61703,2017
63587_6_17,2470306,6,3,247,1,61703,2017
74194_6_63,2110306,6,3,211,1,61703,2017
57798_6_57,2210306,6,3,221,1,62003,2020
73248_6_51,60106,6,1,6,1,61703,2017
83378_6_71,1800306,6,3,180,1,61703,2017
69334_6_71,1800306,6,3,180,1,61703,2017
75253_6_71,1800306,6,3,180,1,62003,2020
88577_6_71,1800306,6,3,180,1,61703,2017
88680_6_11,2810306,6,3,281,1,61703,2017
98543_6_67,2050306,6,3,205,1,62003,2020
81564_6_85,2140306,6,3,214,1,62003,2020
66541_6_93,2640306,6,3,264,1,61703,2017
71898_6_105,2680306,6,3,268,1,62003,2020
54028_6_13,2060306,6,3,206,1,61703,2017
72071_6_103,200106,6,1,20,1,61703,2017
91082_6_15,2020306,6,3,202,1,61803,2018
59380_6_23,2020306,6,3,202,1,61803,2018
72037_6_103,2810306,6,3,281,1,62003,2020
74359_6_29,2810306,6,3,281,1,61703,2017
78348_6_29,2250306,6,3,225,1,61703,2017
73827_6_53,2360306,6,3,236,1,61703,2017
67250_6_71,2250306,6,3,225,1,61703,2017
53472_6_71,1910306,6,3,191,1,61703,2017
62016_6_43,1770306,6,3,177,1,61703,2017
50166_6_37,1700306,6,3,170,1,61803,2018
50097_6_37,1700306,6,3,170,1,61803,2018
96763_6_21,2480306,6,3,248,1,61703,2017
93034_6_63,2810306,6,3,281,1,61703,2017
94702_6_103,910106,6,1,91,1,61703,2017
91198_6_25,1800306,6,3,180,1,61703,2017
91045_6_27,1800306,6,3,180,1,61703,2017
69764_6_115,2170306,6,3,217,1,62003,2020
82892_6_61,2810306,6,3,281,1,61703,2017
71855_6_93,970106,6,1,97,1,61703,2017
88178_6_103,2810306,6,3,281,1,62003,2020
95469_6_93,110106,6,1,11,1,61703,2017
85307_6_23,2720306,6,3,272,1,62003,2020
52140_6_29,2810306,6,3,281,1,62003,2020
99489_6_93,1460206,6,2,146,1,61903,2019
60846_6_17,2310306,6,3,231,1,61703,2017
87707_6_49,1840306,6,3,184,1,61703,2017
67067_6_49,1700306,6,3,170,1,61703,2017
87037_6_27,1800306,6,3,180,1,61703,2017
81592_6_71,1800306,6,3,180,1,61703,2017
61670_6_35,1830306,6,3,183,1,61703,2017
52542_6_27,1700306,6,3,170,1,61703,2017
68285_6_27,1800306,6,3,180,1,61703,2017
76008_6_61,2690306,6,3,269,1,62003,2020
81720_6_29,2810306,6,3,281,1,62003,2020
54179_6_71,1800306,6,3,180,1,61703,2017
74831_6_71,1800306,6,3,180,1,61703,2017
66890_6_71,1800306,6,3,180,1,61703,2017
71210_6_25,1800306,6,3,180,1,61703,2017
86627_6_25,1800306,6,3,180,1,62003,2020
80706_6_25,1800306,6,3,180,1,61803,2018
98721_6_65,2250306,6,3,225,1,62003,2020
72119_6_71,1800306,6,3,180,1,61703,2017
93665_6_35,1910306,6,3,191,1,61703,2017
54958_6_71,1800306,6,3,180,1,61703,2017
66696_6_71,1800306,6,3,180,1,61703,2017
74249_6_99,2810306,6,3,281,1,61703,2017
60748_6_51,1150106,6,1,115,1,61703,2017
88429_6_31,2250306,6,3,225,1,61703,2017
91831_6_89,2650306,6,3,265,1,61703,2017
90310_6_63,2640306,6,3,264,1,61703,2017
65258_6_79,2480306,6,3,248,1,61803,2018
58974_6_69,2810306,6,3,281,1,61703,2017
94152_6_49,920106,6,1,92,1,61703,2017
98342_6_115,2700306,6,3,270,1,61703,2017
92643_6_57,2630306,6,3,263,1,61703,2017
94694_6_17,2810306,6,3,281,1,61703,2017
93273_6_93,150106,6,1,15,1,61703,2017
60395_6_89,1990306,6,3,199,1,61703,2017
61568_6_25,2810306,6,3,281,1,61703,2017
73768_6_51,1910306,6,3,191,1,61703,2017
55284_6_53,2810306,6,3,281,1,61703,2017
91707_6_93,2700306,6,3,270,1,61703,2017
59842_6_7,730106,6,1,73,1,61703,2017
98290_6_91,2250306,6,3,225,1,61703,2017
65162_6_1,2170306,6,3,217,1,62003,2020
62594_6_71,1800306,6,3,180,1,61703,2017
99666_6_51,870106,6,1,87,1,61703,2017
67391_6_73,2050306,6,3,205,1,61703,2017
95368_6_23,320106,6,1,32,1,61703,2017
94283_6_25,2810306,6,3,281,1,61703,2017
53311_6_25,1800306,6,3,180,1,61703,2017
95801_6_73,2050306,6,3,205,1,61803,2018
71774_6_25,2810306,6,3,281,1,61703,2017
87669_6_73,2350306,6,3,235,1,61703,2017
56814_6_71,1800306,6,3,180,1,61803,2018
85429_6_71,2480306,6,3,248,1,61703,2017
62679_6_37,2250306,6,3,225,1,62003,2020
73199_6_107,2810306,6,3,281,1,61903,2019
79571_6_73,1870306,6,3,187,1,61703,2017
96917_6_53,2380306,6,3,238,1,61703,2017
85311_6_33,220106,6,1,22,1,61703,2017
84046_6_19,2610306,6,3,261,1,62003,2020
87623_6_39,1220106,6,1,122,1,61703,2017
53098_6_43,1770306,6,3,177,1,61703,2017
74257_6_77,2810306,6,3,281,1,61703,2017
87224_6_109,2400306,6,3,240,1,61703,2017
72961_6_5,2430306,6,3,243,1,61703,2017
99090_6_3,1540206,6,2,154,1,61803,2018
57122_6_3,1580206,6,2,158,1,61703,2017
61015_6_97,1910306,6,3,191,1,61703,2017
93079_6_63,170106,6,1,17,1,61703,2017
89548_6_63,330106,6,1,33,1,61703,2017
53400_6_35,180106,6,1,18,1,61703,2017
76815_6_63,370106,6,1,37,1,61703,2017
88973_6_63,380106,6,1,38,1,61703,2017
88319_6_63,370106,6,1,37,1,61703,2017
90220_6_27,1800306,6,3,180,1,61703,2017
60471_6_71,1800306,6,3,180,1,61703,2017
92420_6_79,2810306,6,3,281,1,61703,2017
85594_6_73,1800306,6,3,180,1,62003,2020
76478_6_83,2480306,6,3,248,1,61803,2018
66883_6_107,60106,6,1,6,1,61703,2017
63426_6_27,1800306,6,3,180,1,62003,2020
57407_6_27,1800306,6,3,180,1,61703,2017
81125_6_49,2640306,6,3,264,1,61703,2017
66086_6_35,2680306,6,3,268,1,62003,2020
67788_6_105,1700306,6,3,170,1,61803,2018
95265_6_105,1780306,6,3,178,1,61703,2017
86369_6_43,1900306,6,3,190,1,61803,2018
57358_6_19,2810306,6,3,281,1,61703,2017
72883_6_87,2000306,6,3,200,1,61803,2018
51937_6_53,2290306,6,3,229,1,61703,2017
51725_6_19,2810306,6,3,281,1,61703,2017
53038_6_31,2480306,6,3,248,1,61703,2017
61987_6_37,840106,6,1,84,1,61703,2017
98078_6_17,2470306,6,3,247,1,61703,2017
61382_6_17,50106,6,1,5,1,61703,2017
98984_6_59,2050306,6,3,205,1,61703,2017
60835_6_65,2810306,6,3,281,1,61703,2017
75259_6_71,1800306,6,3,180,1,61703,2017
59030_6_49,1850306,6,3,185,1,61703,2017
66748_6_9,1980306,6,3,198,1,61903,2019
55885_6_99,2810306,6,3,281,1,61703,2017
68845_6_49,230106,6,1,23,1,61703,2017
81551_6_35,2760306,6,3,276,1,62003,2020
67757_6_71,1800306,6,3,180,1,61703,2017
63554_6_71,2810306,6,3,281,1,61703,2017
62562_6_71,1800306,6,3,180,1,61703,2017
63505_6_71,2050306,6,3,205,1,62003,2020
71971_6_71,2810306,6,3,281,1,61703,2017
64415_6_49,280106,6,1,28,1,61703,2017
75567_6_49,250106,6,1,25,1,61703,2017
56585_6_27,1800306,6,3,180,1,62003,2020
99422_6_105,1200106,6,1,120,1,61703,2017
76730_6_71,1800306,6,3,180,1,61703,2017
72582_6_27,1800306,6,3,180,1,61703,2017
84289_6_27,2050306,6,3,205,1,61703,2017
97328_6_91,940106,6,1,94,1,61703,2017
66215_6_89,1240106,6,1,124,1,61703,2017
55280_6_89,1750306,6,3,175,1,61703,2017
88200_6_103,180106,6,1,18,1,61703,2017
82571_6_71,1800306,6,3,180,1,62003,2020
70779_6_71,1800306,6,3,180,1,61703,2017
84696_6_29,1800306,6,3,180,1,62003,2020
69503_6_35,1800306,6,3,180,1,62003,2020
62901_6_33,2350306,6,3,235,1,61703,2017
79131_6_71,1800306,6,3,180,1,61703,2017
77324_6_51,1480206,6,2,148,1,61903,2019
75190_6_73,1830306,6,3,183,1,61703,2017
64632_6_27,1800306,6,3,180,1,61703,2017
94801_6_23,2480306,6,3,248,1,61703,2017
70489_6_27,1140106,6,1,114,1,61703,2017
79760_6_27,2050306,6,3,205,1,61703,2017
73914_6_27,870106,6,1,87,1,61703,2017
91134_6_3,1570206,6,2,157,1,61803,2018
87956_6_47,2480306,6,3,248,1,61703,2017
61893_6_35,2700306,6,3,270,1,62003,2020
93258_6_25,1800306,6,3,180,1,61703,2017
82171_6_65,2810306,6,3,281,1,61703,2017
51386_6_65,1800306,6,3,180,1,61703,2017
61673_6_37,1300206,6,2,130,1,61703,2017
65604_6_71,2250306,6,3,225,1,61703,2017
50912_6_71,2250306,6,3,225,1,61703,2017
64387_6_71,1800306,6,3,180,1,61703,2017
98680_6_29,2250306,6,3,225,1,61703,2017
71375_6_71,2810306,6,3,281,1,61703,2017
83156_6_29,1910306,6,3,191,1,61703,2017
58686_6_29,2810306,6,3,281,1,62003,2020
71564_6_29,1800306,6,3,180,1,62003,2020
98433_6_107,410106,6,1,41,1,61703,2017
51593_6_27,1800306,6,3,180,1,61703,2017
81183_6_27,2050306,6,3,205,1,61703,2017
60800_6_107,1900306,6,3,190,1,61803,2018
58199_6_27,1800306,6,3,180,1,61703,2017
95194_6_27,860106,6,1,86,1,61703,2017
70103_6_19,1270106,6,1,127,1,61703,2017
67195_6_27,1800306,6,3,180,1,61703,2017
75286_6_27,1150106,6,1,115,1,61703,2017
84655_6_99,2480306,6,3,248,1,61803,2018
60909_6_51,870106,6,1,87,1,61703,2017
65457_6_9,2630306,6,3,263,1,61703,2017
50682_6_3,830106,6,1,83,1,61703,2017
80114_6_33,1970306,6,3,197,1,61903,2019
57053_6_57,2400306,6,3,240,1,61703,2017
81667_6_7,2480306,6,3,248,1,62003,2020
98366_6_91,660106,6,1,66,1,61703,2017
59280_6_63,2690306,6,3,269,1,62003,2020
99077_6_103,2250306,6,3,225,1,61703,2017
87253_6_35,1910306,6,3,191,1,61703,2017
86666_6_19,2810306,6,3,281,1,61703,2017
89255_6_71,1800306,6,3,180,1,62003,2020
54777_6_105,1780306,6,3,178,1,61703,2017
87308_6_81,2090306,6,3,209,1,61703,2017
92015_6_23,2780306,6,3,278,1,62003,2020
70962_6_73,2810306,6,3,281,1,61703,2017
78946_6_105,2440306,6,3,244,1,61703,2017
67827_6_105,2650306,6,3,265,1,61703,2017
79866_6_45,2700306,6,3,270,1,62003,2020
85687_6_45,2800306,6,3,280,1,62003,2020
64713_6_45,2720306,6,3,272,1,62003,2020
61426_6_9,2600306,6,3,260,1,62003,2020
58853_6_97,2110306,6,3,211,1,61703,2017
81554_6_45,2790306,6,3,279,1,62003,2020
50069_6_45,2450306,6,3,245,1,61703,2017
84749_6_97,2430306,6,3,243,1,61703,2017
95093_6_95,2480306,6,3,248,1,61803,2018
60091_6_79,2810306,6,3,281,1,61703,2017
84904_6_47,2810306,6,3,281,1,62003,2020
90839_6_93,110106,6,1,11,1,61703,2017
74963_6_93,1310206,6,2,131,1,61703,2017
82994_6_35,1800306,6,3,180,1,62003,2020
86747_6_89,2570306,6,3,257,1,62003,2020
61755_6_77,2480306,6,3,248,1,61803,2018
51561_6_71,1800306,6,3,180,1,61703,2017
90741_6_71,1800306,6,3,180,1,62003,2020
59411_6_71,1800306,6,3,180,1,61703,2017
93102_6_37,2360306,6,3,236,1,61703,2017
96161_6_71,1800306,6,3,180,1,61703,2017
66614_6_71,1910306,6,3,191,1,61703,2017
69402_6_27,1800306,6,3,180,1,61703,2017
52214_6_51,1800306,6,3,180,1,61703,2017
87549_6_71,1800306,6,3,180,1,61703,2017
58919_6_19,1910306,6,3,191,1,61803,2018
89117_6_19,550106,6,1,55,1,61903,2019
56099_6_83,1500206,6,2,150,1,61703,2017
73320_6_31,2810306,6,3,281,1,61803,2018
63591_6_109,1790306,6,3,179,1,61703,2017
83992_6_103,2650306,6,3,265,1,61703,2017
53655_6_105,310106,6,1,31,1,61703,2017
90734_6_73,1800306,6,3,180,1,62003,2020
62692_6_111,190106,6,1,19,1,61703,2017
68988_6_83,1550206,6,2,155,1,61803,2018
60127_6_37,1000106,6,1,100,1,61703,2017
66502_6_89,770106,6,1,77,1,61703,2017
97390_6_89,130106,6,1,13,1,61703,2017
80557_6_37,1000106,6,1,100,1,61703,2017
83347_6_37,1000106,6,1,100,1,61703,2017
78698_6_19,2250306,6,3,225,1,61703,2017
87565_6_19,2250306,6,3,225,1,61703,2017
57030_6_29,190106,6,1,19,1,61703,2017
91296_6_29,2810306,6,3,281,1,62003,2020
57193_6_29,2810306,6,3,281,1,61703,2017
67498_6_65,1560206,6,2,156,1,61803,2018
57068_6_27,1800306,6,3,180,1,62003,2020
60113_6_11,2810306,6,3,281,1,61703,2017
75453_6_109,580106,6,1,58,1,61903,2019
77036_6_63,2420306,6,3,242,1,61703,2017
97430_6_29,2050306,6,3,205,1,61703,2017
51159_6_27,1800306,6,3,180,1,61703,2017
95924_6_35,1930306,6,3,193,1,61903,2019
99100_6_49,260106,6,1,26,1,61703,2017
95688_6_27,1800306,6,3,180,1,61703,2017
64423_6_21,2810306,6,3,281,1,61703,2017
50329_6_83,1700306,6,3,170,1,61903,2019
83346_6_49,280106,6,1,28,1,61703,2017
85330_6_71,1800306,6,3,180,1,62003,2020
96933_6_19,2810306,6,3,281,1,61703,2017
53364_6_71,1800306,6,3,180,1,61803,2018
64384_6_71,1800306,6,3,180,1,61703,2017
93184_6_71,1800306,6,3,180,1,61703,2017
80450_6_71,1800306,6,3,180,1,61803,2018
67817_6_25,1800306,6,3,180,1,62003,2020
92595_6_27,1800306,6,3,180,1,62003,2020
69850_6_51,1150106,6,1,115,1,61703,2017
60572_6_19,1670206,6,2,167,1,61703,2017
81301_6_91,2640306,6,3,264,1,61703,2017
92405_6_61,2700306,6,3,270,1,61703,2017
71611_6_99,2290306,6,3,229,1,61703,2017
95743_6_33,1060106,6,1,106,1,61703,2017
97807_6_27,1800306,6,3,180,1,61703,2017
85361_6_71,1800306,6,3,180,1,61703,2017
56458_6_71,2810306,6,3,281,1,61703,2017
93919_6_27,2050306,6,3,205,1,61703,2017
66881_6_45,1340206,6,2,134,1,61703,2017
63317_6_25,2810306,6,3,281,1,61703,2017
72362_6_65,1800306,6,3,180,1,61703,2017
87425_6_65,1800306,6,3,180,1,61703,2017
56977_6_25,1800306,6,3,180,1,61803,2018
92959_6_71,1800306,6,3,180,1,61703,2017
80767_6_107,410106,6,1,41,1,61703,2017
54781_6_19,1220106,6,1,122,1,61703,2017
65372_6_29,200106,6,1,20,1,61703,2017
86184_6_111,1500206,6,2,150,1,61703,2017
61285_6_37,1800306,6,3,180,1,61703,2017
63122_6_27,1920306,6,3,192,1,61703,2017
89545_6_27,1590206,6,2,159,1,61703,2017
53022_6_23,2720306,6,3,272,1,62003,2020
94470_6_23,2710306,6,3,271,1,61703,2017
64104_6_23,2690306,6,3,269,1,62003,2020
90325_6_19,1830306,6,3,183,1,61703,2017
95254_6_105,500106,6,1,50,1,61803,2018
64059_6_105,510106,6,1,51,1,61703,2017
92626_6_93,90106,6,1,9,1,61703,2017
91001_6_93,2250306,6,3,225,1,61703,2017
75931_6_71,1800306,6,3,180,1,61803,2018
55307_6_23,2640306,6,3,264,1,61703,2017
96406_6_71,1800306,6,3,180,1,61703,2017
89041_6_49,2540306,6,3,254,1,61703,2017
76094_6_27,1800306,6,3,180,1,62003,2020
55873_6_65,1800306,6,3,180,1,61703,2017
67565_6_71,1800306,6,3,180,1,61703,2017
55696_6_89,490106,6,1,49,1,61803,2018
79668_6_77,2810306,6,3,281,1,61703,2017
94025_6_51,1110106,6,1,111,1,61703,2017
57693_6_51,1830306,6,3,183,1,61703,2017
73764_6_71,2050306,6,3,205,1,62003,2020
98783_6_71,2250306,6,3,225,1,61703,2017
68597_6_71,1800306,6,3,180,1,61703,2017
58702_6_27,1800306,6,3,180,1,62003,2020
53248_6_71,1800306,6,3,180,1,62003,2020
84021_6_25,2810306,6,3,281,1,61703,2017
53392_6_71,1800306,6,3,180,1,61803,2018
56396_6_71,1800306,6,3,180,1,61703,2017
54888_6_67,2250306,6,3,225,1,62003,2020
93980_6_73,2250306,6,3,225,1,61703,2017
78309_6_19,520106,6,1,52,1,61703,2017
99933_6_39,1530206,6,2,153,1,61803,2018
76803_6_39,550106,6,1,55,1,61903,2019
86285_6_111,1830306,6,3,183,1,61703,2017
95122_6_23,2480306,6,3,248,1,61703,2017
50299_6_83,1700306,6,3,170,1,61903,2019
50334_6_83,1700306,6,3,170,1,61903,2019
80910_6_83,1700306,6,3,170,1,61903,2019
50230_6_83,1700306,6,3,170,1,61903,2019
50254_6_83,1700306,6,3,170,1,61903,2019
50262_6_83,1700306,6,3,170,1,61903,2019
50263_6_83,1700306,6,3,170,1,61903,2019
80481_6_83,1700306,6,3,170,1,61903,2019
80724_6_83,1700306,6,3,170,1,61903,2019
50530_6_79,1700306,6,3,170,1,61703,2017
79906_6_49,1180106,6,1,118,1,61703,2017
76821_6_49,930106,6,1,93,1,61703,2017
77788_6_27,1800306,6,3,180,1,62003,2020
50916_6_71,1800306,6,3,180,1,61703,2017
77634_6_65,2050306,6,3,205,1,61703,2017
89006_6_17,50106,6,1,5,1,61703,2017
96088_6_61,2700306,6,3,270,1,61703,2017
88516_6_113,1900306,6,3,190,1,61803,2018
50170_6_37,1700306,6,3,170,1,61803,2018
99612_6_31,2250306,6,3,225,1,61703,2017
91226_6_71,1800306,6,3,180,1,61903,2019
86370_6_71,2250306,6,3,225,1,61703,2017
94608_6_19,2810306,6,3,281,1,61703,2017
57497_6_25,1800306,6,3,180,1,61703,2017
91420_6_35,2810306,6,3,281,1,61803,2018
86841_6_71,1800306,6,3,180,1,61703,2017
73515_6_71,1800306,6,3,180,1,61703,2017
59716_6_71,2250306,6,3,225,1,61703,2017
50534_6_79,1700306,6,3,170,1,61703,2017
98013_6_35,2700306,6,3,270,1,62003,2020
65800_6_23,2720306,6,3,272,1,62003,2020
82288_6_23,2710306,6,3,271,1,61703,2017
97548_6_23,2670306,6,3,267,1,62003,2020
57190_6_27,1800306,6,3,180,1,61803,2018
93914_6_27,1800306,6,3,180,1,61703,2017
74903_6_27,1800306,6,3,180,1,61703,2017
78175_6_27,1800306,6,3,180,1,62003,2020
89240_6_27,1800306,6,3,180,1,61703,2017
91949_6_51,1610206,6,2,161,1,61703,2017
82135_6_51,1610206,6,2,161,1,61703,2017
52373_6_51,1490206,6,2,149,1,61703,2017
81067_6_51,2050306,6,3,205,1,61703,2017
89142_6_23,310106,6,1,31,1,62003,2020
78267_6_27,1800306,6,3,180,1,61703,2017
79296_6_19,1820306,6,3,182,1,61703,2017
75407_6_47,2810306,6,3,281,1,62003,2020
79490_6_41,2810306,6,3,281,1,61703,2017
58272_6_27,1800306,6,3,180,1,61703,2017
89976_6_27,1800306,6,3,180,1,61703,2017
63086_6_27,1800306,6,3,180,1,61703,2017
79392_6_37,1700306,6,3,170,1,61803,2018
78994_6_37,1700306,6,3,170,1,61803,2018
86312_6_65,1800306,6,3,180,1,61703,2017
96642_6_25,1700306,6,3,170,1,61703,2017
52588_6_71,1800306,6,3,180,1,62003,2020
50224_6_33,1870306,6,3,187,1,61703,2017
82018_6_27,1800306,6,3,180,1,61703,2017
75578_6_71,2250306,6,3,225,1,61703,2017
59475_6_27,1800306,6,3,180,1,61703,2017
59441_6_93,1400206,6,2,140,1,62003,2020
60978_6_71,1800306,6,3,180,1,61703,2017
85134_6_71,1800306,6,3,180,1,61703,2017
50088_6_37,1700306,6,3,170,1,61803,2018
55209_6_25,1700306,6,3,170,1,61803,2018
60270_6_25,2810306,6,3,281,1,61703,2017
52121_6_67,2810306,6,3,281,1,61703,2017
58459_6_111,2070306,6,3,207,1,61803,2018
99076_6_23,2410306,6,3,241,1,61703,2017
50435_6_83,1700306,6,3,170,1,61703,2017
50316_6_83,1700306,6,3,170,1,61903,2019
78302_6_83,1700306,6,3,170,1,61903,2019
50331_6_83,1700306,6,3,170,1,61903,2019
64636_6_29,2810306,6,3,281,1,61703,2017
53820_6_27,1800306,6,3,180,1,61703,2017
64628_6_71,2480306,6,3,248,1,61703,2017
60755_6_25,2480306,6,3,248,1,61703,2017
52737_6_25,2480306,6,3,248,1,61703,2017
51959_6_27,2050306,6,3,205,1,61703,2017
70555_6_37,2250306,6,3,225,1,61703,2017
59104_6_19,2810306,6,3,281,1,61703,2017
60400_6_67,2250306,6,3,225,1,62003,2020
76073_6_79,2810306,6,3,281,1,61703,2017
78205_6_93,1040106,6,1,104,1,61703,2017
63919_6_93,2810306,6,3,281,1,61703,2017
50206_6_17,680106,6,1,68,1,61703,2017
92057_6_93,2420306,6,3,242,1,61703,2017
91336_6_3,1300206,6,2,130,1,61703,2017
73305_6_35,230106,6,1,23,1,61703,2017
77527_6_63,330106,6,1,33,1,61703,2017
61944_6_63,370106,6,1,37,1,61703,2017
85301_6_29,2810306,6,3,281,1,61703,2017
77305_6_19,2810306,6,3,281,1,61703,2017
53313_6_111,1250106,6,1,125,1,61703,2017
97962_6_19,2810306,6,3,281,1,61703,2017
72453_6_61,620106,6,1,62,1,61903,2019
67610_6_31,2810306,6,3,281,1,61703,2017
63520_6_29,2250306,6,3,225,1,61703,2017
71458_6_95,2480306,6,3,248,1,61803,2018
78270_6_21,2810306,6,3,281,1,61703,2017
66106_6_21,2250306,6,3,225,1,61703,2017
70039_6_21,2810306,6,3,281,1,61703,2017
63397_6_21,2810306,6,3,281,1,61703,2017
75285_6_21,200106,6,1,20,1,61703,2017
59363_6_21,910106,6,1,91,1,61703,2017
63926_6_21,220106,6,1,22,1,61703,2017
79826_6_23,2730306,6,3,273,1,62003,2020
61936_6_23,2730306,6,3,273,1,62003,2020
54388_6_27,1800306,6,3,180,1,61703,2017
80476_6_27,1800306,6,3,180,1,62003,2020
80112_6_27,1800306,6,3,180,1,62003,2020
81827_6_27,1800306,6,3,180,1,61703,2017
73602_6_27,1800306,6,3,180,1,61703,2017
92051_6_23,2730306,6,3,273,1,62003,2020
88794_6_23,2760306,6,3,276,1,62003,2020
51039_6_23,1700306,6,3,170,1,61803,2018
51042_6_23,1700306,6,3,170,1,61803,2018
78958_6_23,1700306,6,3,170,1,61803,2018
56671_6_23,2240306,6,3,224,1,62003,2020
56117_6_23,2800306,6,3,280,1,62003,2020
76994_6_23,2650306,6,3,265,1,61703,2017
81499_6_23,1780306,6,3,178,1,61703,2017
93843_6_23,1780306,6,3,178,1,61703,2017
97825_6_23,2710306,6,3,271,1,61703,2017
95300_6_27,1800306,6,3,180,1,61703,2017
93076_6_27,2810306,6,3,281,1,61703,2017
69995_6_29,2810306,6,3,281,1,61703,2017
94843_6_29,2810306,6,3,281,1,61703,2017
61398_6_29,2810306,6,3,281,1,61703,2017
79011_6_29,2810306,6,3,281,1,61703,2017
90184_6_29,2810306,6,3,281,1,61703,2017
57135_6_27,1800306,6,3,180,1,61703,2017
95046_6_27,1800306,6,3,180,1,62003,2020
89243_6_27,1800306,6,3,180,1,61703,2017
51107_6_27,1800306,6,3,180,1,61703,2017
55998_6_27,1800306,6,3,180,1,61703,2017
96498_6_27,1800306,6,3,180,1,61703,2017
64862_6_27,1800306,6,3,180,1,61703,2017
63354_6_27,1800306,6,3,180,1,61703,2017
72089_6_27,1800306,6,3,180,1,61703,2017
73166_6_27,1800306,6,3,180,1,61703,2017
83950_6_27,1800306,6,3,180,1,61703,2017
91033_6_27,1700306,6,3,170,1,61703,2017
94626_6_27,1800306,6,3,180,1,61703,2017
82211_6_21,2480306,6,3,248,1,61703,2017
76556_6_21,2810306,6,3,281,1,61703,2017
64969_6_21,2480306,6,3,248,1,61703,2017
62268_6_27,1800306,6,3,180,1,62003,2020
90192_6_71,1800306,6,3,180,1,61703,2017
67736_6_71,1800306,6,3,180,1,61703,2017
55361_6_71,1800306,6,3,180,1,61903,2019
99694_6_71,1800306,6,3,180,1,61703,2017
74041_6_71,1800306,6,3,180,1,61703,2017
86014_6_65,1800306,6,3,180,1,61703,2017
83564_6_65,1800306,6,3,180,1,61703,2017
79513_6_65,1800306,6,3,180,1,61703,2017
64770_6_71,1800306,6,3,180,1,61903,2019
97972_6_65,1800306,6,3,180,1,61703,2017
53397_6_25,1800306,6,3,180,1,61703,2017
81296_6_71,2050306,6,3,205,1,62003,2020
71191_6_25,1800306,6,3,180,1,61903,2019
64225_6_25,1800306,6,3,180,1,61703,2017
81360_6_25,1800306,6,3,180,1,61703,2017
78761_6_25,2250306,6,3,225,1,61703,2017
71460_6_25,1700306,6,3,170,1,61803,2018
58928_6_25,1800306,6,3,180,1,61703,2017
91761_6_25,2810306,6,3,281,1,61703,2017
85591_6_71,1800306,6,3,180,1,61703,2017
97167_6_25,1800306,6,3,180,1,61703,2017
50377_6_71,1800306,6,3,180,1,61803,2018
84162_6_71,1800306,6,3,180,1,61703,2017
84864_6_71,1800306,6,3,180,1,62003,2020
81521_6_65,1800306,6,3,180,1,61703,2017
85369_6_65,1800306,6,3,180,1,61703,2017
73203_6_29,1800306,6,3,180,1,62003,2020
92159_6_29,1650206,6,2,165,1,61703,2017
94669_6_29,2050306,6,3,205,1,61703,2017
62177_6_107,1830306,6,3,183,1,61703,2017
82729_6_29,1800306,6,3,180,1,61703,2017
93695_6_83,1800306,6,3,180,1,61703,2017
97164_6_29,1800306,6,3,180,1,62003,2020
78456_6_53,2810306,6,3,281,1,61703,2017
53607_6_1,2140306,6,3,214,1,61703,2017
56417_6_103,2150306,6,3,215,1,62003,2020
55153_6_29,2480306,6,3,248,1,61703,2017
68985_6_71,2810306,6,3,281,1,61703,2017
61909_6_27,1800306,6,3,180,1,62003,2020
96849_6_71,1800306,6,3,180,1,61703,2017
88458_6_71,1800306,6,3,180,1,62003,2020
92607_6_23,2710306,6,3,271,1,61703,2017
88567_6_71,1800306,6,3,180,1,61703,2017
69781_6_19,2810306,6,3,281,1,61703,2017
85276_6_23,2720306,6,3,272,1,62003,2020
77481_6_15,290106,6,1,29,1,61703,2017
69569_6_79,2610306,6,3,261,1,62003,2020
75990_6_23,310106,6,1,31,1,62003,2020
52860_6_27,1800306,6,3,180,1,61703,2017
99991_6_49,920106,6,1,92,1,61703,2017
96686_6_77,2810306,6,3,281,1,61703,2017
